message,label,processed_message
"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",ham,although told u dat im baig face watch realli like e watch u gave co fr u thanx everyth dat uve done today im touch
U don't remember that old commercial?,ham,u dont rememb old commerci
Too late. I said i have the website. I didn't i have or dont have the slippers,ham,late said websit didnt dont slipper
I asked you to call him now ok,ham,ask call ok
Kallis wont bat in 2nd innings.,ham,kalli wont bat nd inning
It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,ham,didnt work oh ok goodnight ill fix readi time wake dearli miss good night sleep
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,spam,congratul ur award cd voucher gift guarante free entri wkli draw txt music tnc wwwldewcomwinppmxag
Ranjith cal drpd Deeraj and deepak 5min hold,ham,ranjith cal drpd deeraj deepak min hold
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",ham,wen ur lovabl bcum angri wid u dnt take serious coz angri childish n true way show deep affect care n luv kettoda manda nice day da
What you doing?how are you?,ham,doinghow
"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",ham,up day also ship compani take wk way usp take week get lag may bribe nipost get stuff
"I'm back, lemme know when you're ready",ham,im back lemm know your readi
Don't necessarily expect it to be done before you get back though because I'm just now headin out,ham,dont necessarili expect done get back though im headin
Mmm so yummy babe ... Nice jolt to the suzy,ham,mmm yummi babe nice jolt suzi
Where are you lover ? I need you ...,ham,lover need
We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,spam,tri contact repli offer video handset anytim network min unlimit text camcord repli call
I‘m parked next to a MINI!!!! When are you coming in today do you think?,ham,i‘m park next mini come today think
Yup,ham,yup
Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,ham,anyway im go shop co si done yet dun disturb u liao
MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,ham,luton ring ur around h
Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,spam,hey realli horni want chat see nake text hot text charg pm unsubscrib text stop
Why you Dint come with us.,ham,dint come us
Same. Wana plan a trip sometme then,ham,wana plan trip sometm
"Not sure yet, still trying to get a hold of him",ham,sure yet still tri get hold
Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,spam,ur rington servic chang free credit go clubmobilescom choos content stop txt club stop pwk club po box mk wt
The evo. I just had to download flash. Jealous?,ham,evo download flash jealou
Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,spam,rington club get uk singl chart mobil week choos top qualiti rington messag free charg
"Come to mu, we're sorting out our narcotics situation",ham,come mu sort narcot situat
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",ham,night end anoth day morn come special way may smile like sunni ray leav worri blue blue bay
HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,spam,hmv bonu special pound genuin hmv voucher answer easi question play send hmv infowwwpercentrealcom
"Usf I guess, might as well take 1 car",ham,usf guess might well take car
No objection. My bf not coming.,ham,object bf come
Thanx...,ham,thanx
Tell rob to mack his gf in the theater,ham,tell rob mack gf theater
"Awesome, I'll see you in a bit",ham,awesom ill see bit
Just sent it. So what type of food do you like?,ham,sent type food like
All done? All handed in? Celebrations in full swing yet?,ham,done hand celebr full swing yet
You got called a tool?,ham,got call tool
"Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch gdeve..",ham,wen u miss someon person definit special u person special miss keepintouch gdeve
Ok. I asked for money how far,ham,ok ask money far
Okie...,ham,oki
"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",ham,yeah think usual guy still pass last night get ahold anybodi let know ill throw
"K, I might come by tonight then if my class lets out early",ham,k might come tonight class let earli
Ok..,ham,ok
hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,ham,hi babi im cruisin girl friend r u give call hour home that alright fone fone love jenni xxx
"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",ham,life mean lot love life love peopl life world call friend call world ge
"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",ham,dearshal mail tonitebusi streetshal updat toniteth look okvarunnathu edukkukaye raksha ollubut good one real sens
Hey you told your name to gautham ah?,ham,hey told name gautham ah
Haf u found him? I feel so stupid da v cam was working.,ham,haf u found feel stupid da v cam work
Oops. 4 got that bit.,ham,oop got bit
Are you this much buzy,ham,much buzi
I accidentally deleted the message. Resend please.,ham,accident delet messag resend pleas
T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,spam,tmobil custom may claim free camera phone upgrad pay go sim card loyalti call offer end thfebtc appli
Unless it's a situation where YOU GO GURL would be more appropriate,ham,unless situat go gurl would appropri
Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,ham,hurt teas make cri end life die plz keep one rose grave say stupid miss u nice day bslvyl
I cant pick the phone right now. Pls send a message,ham,cant pick phone right pl send messag
Need a coffee run tomo?Can't believe it's that time of week already,ham,need coffe run tomoc believ time week alreadi
"Awesome, I remember the last time we got somebody high for the first time with diesel :V",ham,awesom rememb last time got somebodi high first time diesel v
"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",ham,shit realli shock scari cant imagin second def night u think somewher could crash night save taxi
Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? ,ham,oh way food fridg want go meal tonight
He is a womdarfull actor,ham,womdarful actor
"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",spam,sm ac blind date u rodd aberdeen unit kingdom check httpimg sm acwicmbcktzr blind date send hide
Yup... From what i remb... I think should be can book... ,ham,yup remb think book
Jos ask if u wana meet up?,ham,jo ask u wana meet
Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,ham,lol ye friendship hang thread caus u wont buy stuff
"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",spam,themob check newest select content game tone gossip babe sport keep mobil fit funki text wap
Where are the garage keys? They aren't on the bookshelf,ham,garag key arent bookshelf
Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,ham,today accept dayu accept brother sister lover dear best clo lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rpli mean enemi
"Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",spam,think ur smart win £ week weekli quiz text play nowtc winnersclub po box uz gbpweek
He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,ham,say hell give call friend got money he definit buy end week
"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.",ham,hi way u day normal waythi real ur uniquei hope know u rest mylif hope u find wot lost
You made my day. Do have a great day too.,ham,made day great day
K.k:)advance happy pongal.,ham,kkadvanc happi pongal
"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...",ham,hmmm guess go kb n power yoga haha dunno tahan power yoga anot thk got lo oso forgot liao
"Not really dude, have no friends i'm afraid :(",ham,realli dude friend im afraid
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,spam,decemb mobil mth entitl updat latest colour camera mobil free call mobil updat co free
"Coffee cake, i guess...",ham,coffe cake guess
"Merry Christmas to you too babe, i love ya *kisses*",ham,merri christma babe love ya kiss
Hey... Why dont we just go watch x men and have lunch... Haha ,ham,hey dont go watch x men lunch haha
cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x,ham,cud u tell ppl im gona b bit l co buse hav gon past co full im still waitin pete x
